	Dataset	Level	SampleID	Reference	Method	Parameters	Precision	Recall	F-measure	Taxon Accuracy Rate	Taxon Detection Rate
154	fuhrman_18Sv4	4	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.5	0.0	0.0	0.0	0.0	0.0
155	fuhrman_18Sv4	4	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.5	0.0	0.0	0.0	0.0	0.0
156	fuhrman_18Sv4	5	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.5	0.0	0.0	0.0	0.0	0.0
157	fuhrman_18Sv4	5	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.5	0.0	0.0	0.0	0.0	0.0
158	fuhrman_18Sv4	6	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.5	0.0	0.0	0.0	0.0	0.0
159	fuhrman_18Sv4	6	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.5	0.0	0.0	0.0	0.0	0.0
160	fuhrman_18Sv4	2	MP_ERR3712072	rcrux-18sv4	naive-bayes	[7,7]:0.9	0.0	0.0	0.0	0.2857142857142857	0.2857142857142857
161	fuhrman_18Sv4	2	MP_ERR3712077	rcrux-18sv4	naive-bayes	[7,7]:0.9	0.0	0.0	0.0	0.375	0.375
162	fuhrman_18Sv4	3	MP_ERR3712072	rcrux-18sv4	naive-bayes	[7,7]:0.9	0.0	0.0	0.0	0.125	0.1111111111111111
163	fuhrman_18Sv4	3	MP_ERR3712077	rcrux-18sv4	naive-bayes	[7,7]:0.9	0.0	0.0	0.0	0.1	0.09090909090909091
164	fuhrman_18Sv4	4	MP_ERR3712072	rcrux-18sv4	naive-bayes	[7,7]:0.9	0.0	0.0	0.0	0.0	0.0
165	fuhrman_18Sv4	4	MP_ERR3712077	rcrux-18sv4	naive-bayes	[7,7]:0.9	0.0	0.0	0.0	0.0	0.0
166	fuhrman_18Sv4	5	MP_ERR3712072	rcrux-18sv4	naive-bayes	[7,7]:0.9	0.0	0.0	0.0	0.0	0.0
167	fuhrman_18Sv4	5	MP_ERR3712077	rcrux-18sv4	naive-bayes	[7,7]:0.9	0.0	0.0	0.0	0.0	0.0
168	fuhrman_18Sv4	6	MP_ERR3712072	rcrux-18sv4	naive-bayes	[7,7]:0.9	0.0	0.0	0.0	0.0	0.0
169	fuhrman_18Sv4	6	MP_ERR3712077	rcrux-18sv4	naive-bayes	[7,7]:0.9	0.0	0.0	0.0	0.0	0.0
170	fuhrman_18Sv4	2	MP_ERR3712072	rcrux-18sv4	naive-bayes	[7,7]:0.7	0.0	0.0	0.0	0.2857142857142857	0.2857142857142857
171	fuhrman_18Sv4	2	MP_ERR3712077	rcrux-18sv4	naive-bayes	[7,7]:0.7	0.0	0.0	0.0	0.375	0.375
172	fuhrman_18Sv4	3	MP_ERR3712072	rcrux-18sv4	naive-bayes	[7,7]:0.7	0.0	0.0	0.0	0.125	0.1111111111111111
173	fuhrman_18Sv4	3	MP_ERR3712077	rcrux-18sv4	naive-bayes	[7,7]:0.7	0.0	0.0	0.0	0.1	0.09090909090909091
174	fuhrman_18Sv4	4	MP_ERR3712072	rcrux-18sv4	naive-bayes	[7,7]:0.7	0.0	0.0	0.0	0.0	0.0
175	fuhrman_18Sv4	4	MP_ERR3712077	rcrux-18sv4	naive-bayes	[7,7]:0.7	0.0	0.0	0.0	0.0	0.0
176	fuhrman_18Sv4	5	MP_ERR3712072	rcrux-18sv4	naive-bayes	[7,7]:0.7	0.0	0.0	0.0	0.0	0.0
177	fuhrman_18Sv4	5	MP_ERR3712077	rcrux-18sv4	naive-bayes	[7,7]:0.7	0.0	0.0	0.0	0.0	0.0
178	fuhrman_18Sv4	6	MP_ERR3712072	rcrux-18sv4	naive-bayes	[7,7]:0.7	0.0	0.0	0.0	0.0	0.0
179	fuhrman_18Sv4	6	MP_ERR3712077	rcrux-18sv4	naive-bayes	[7,7]:0.7	0.0	0.0	0.0	0.0	0.0
180	fuhrman_18Sv4	2	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.9	0.0	0.0	0.0	0.2857142857142857	0.2857142857142857
181	fuhrman_18Sv4	2	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.9	0.0	0.0	0.0	0.375	0.375
182	fuhrman_18Sv4	3	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.9	0.0	0.0	0.0	0.125	0.1111111111111111
183	fuhrman_18Sv4	3	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.9	0.0	0.0	0.0	0.1	0.09090909090909091
184	fuhrman_18Sv4	4	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.9	0.0	0.0	0.0	0.0	0.0
185	fuhrman_18Sv4	4	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.9	0.0	0.0	0.0	0.0	0.0
186	fuhrman_18Sv4	5	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.9	0.0	0.0	0.0	0.0	0.0
187	fuhrman_18Sv4	5	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.9	0.0	0.0	0.0	0.0	0.0
188	fuhrman_18Sv4	6	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.9	0.0	0.0	0.0	0.0	0.0
189	fuhrman_18Sv4	6	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.9	0.0	0.0	0.0	0.0	0.0
190	fuhrman_18Sv4	2	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.7	0.0	0.0	0.0	0.2857142857142857	0.2857142857142857
191	fuhrman_18Sv4	2	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.7	0.0	0.0	0.0	0.375	0.375
192	fuhrman_18Sv4	3	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.7	0.0	0.0	0.0	0.125	0.1111111111111111
193	fuhrman_18Sv4	3	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.7	0.0	0.0	0.0	0.1	0.09090909090909091
194	fuhrman_18Sv4	4	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.7	0.0	0.0	0.0	0.0	0.0
195	fuhrman_18Sv4	4	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.7	0.0	0.0	0.0	0.0	0.0
196	fuhrman_18Sv4	5	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.7	0.0	0.0	0.0	0.0	0.0
197	fuhrman_18Sv4	5	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.7	0.0	0.0	0.0	0.0	0.0
198	fuhrman_18Sv4	6	MP_ERR3712072	rcrux-18sv4	naive-bayes	[10,10]:0.7	0.0	0.0	0.0	0.0	0.0
199	fuhrman_18Sv4	6	MP_ERR3712077	rcrux-18sv4	naive-bayes	[10,10]:0.7	0.0	0.0	0.0	0.0	0.0
200	fuhrman_18Sv4	2	MP_ERR3712072	rcrux-18sv4	blast+	0.001:10:0.51:0.97	0.0	0.0	0.0	0.3333333333333333	0.2857142857142857
201	fuhrman_18Sv4	2	MP_ERR3712077	rcrux-18sv4	blast+	0.001:10:0.51:0.97	0.0	0.0	0.0	0.375	0.375
202	fuhrman_18Sv4	3	MP_ERR3712072	rcrux-18sv4	blast+	0.001:10:0.51:0.97	0.0	0.0	0.0	0.14285714285714285	0.1111111111111111
203	fuhrman_18Sv4	3	MP_ERR3712077	rcrux-18sv4	blast+	0.001:10:0.51:0.97	0.0	0.0	0.0	0.1111111111111111	0.09090909090909091
204	fuhrman_18Sv4	4	MP_ERR3712072	rcrux-18sv4	blast+	0.001:10:0.51:0.97	0.0	0.0	0.0	0.0	0.0
205	fuhrman_18Sv4	4	MP_ERR3712077	rcrux-18sv4	blast+	0.001:10:0.51:0.97	0.0	0.0	0.0	0.0	0.0
206	fuhrman_18Sv4	5	MP_ERR3712072	rcrux-18sv4	blast+	0.001:10:0.51:0.97	0.0	0.0	0.0	0.0	0.0
207	fuhrman_18Sv4	5	MP_ERR3712077	rcrux-18sv4	blast+	0.001:10:0.51:0.97	0.0	0.0	0.0	0.0	0.0
208	fuhrman_18Sv4	6	MP_ERR3712072	rcrux-18sv4	blast+	0.001:10:0.51:0.97	0.0	0.0	0.0	0.0	0.0
209	fuhrman_18Sv4	6	MP_ERR3712077	rcrux-18sv4	blast+	0.001:10:0.51:0.97	0.0	0.0	0.0	0.0	0.0
210	fuhrman_18Sv4	2	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.51:0.97	0.0	0.0	0.0	0.3333333333333333	0.2857142857142857
211	fuhrman_18Sv4	2	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.51:0.97	0.0	0.0	0.0	0.375	0.375
212	fuhrman_18Sv4	3	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.51:0.97	0.0	0.0	0.0	0.14285714285714285	0.1111111111111111
213	fuhrman_18Sv4	3	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.51:0.97	0.0	0.0	0.0	0.1111111111111111	0.09090909090909091
214	fuhrman_18Sv4	4	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.51:0.97	0.0	0.0	0.0	0.0	0.0
215	fuhrman_18Sv4	4	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.51:0.97	0.0	0.0	0.0	0.0	0.0
216	fuhrman_18Sv4	5	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.51:0.97	0.0	0.0	0.0	0.0	0.0
217	fuhrman_18Sv4	5	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.51:0.97	0.0	0.0	0.0	0.0	0.0
218	fuhrman_18Sv4	6	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.51:0.97	0.0	0.0	0.0	0.0	0.0
219	fuhrman_18Sv4	6	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.51:0.97	0.0	0.0	0.0	0.0	0.0
220	fuhrman_18Sv4	2	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.75:0.8	0.0	0.0	0.0	0.4	0.2857142857142857
221	fuhrman_18Sv4	2	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.75:0.8	0.0	0.0	0.0	0.42857142857142855	0.375
222	fuhrman_18Sv4	3	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.75:0.8	0.0	0.0	0.0	0.125	0.1111111111111111
223	fuhrman_18Sv4	3	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.75:0.8	0.0	0.0	0.0	0.1	0.09090909090909091
224	fuhrman_18Sv4	4	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.75:0.8	0.0	0.0	0.0	0.0	0.0
225	fuhrman_18Sv4	4	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.75:0.8	0.0	0.0	0.0	0.0	0.0
226	fuhrman_18Sv4	5	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.75:0.8	0.0	0.0	0.0	0.0	0.0
227	fuhrman_18Sv4	5	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.75:0.8	0.0	0.0	0.0	0.0	0.0
228	fuhrman_18Sv4	6	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.75:0.8	0.0	0.0	0.0	0.0	0.0
229	fuhrman_18Sv4	6	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.75:0.8	0.0	0.0	0.0	0.0	0.0
230	fuhrman_18Sv4	2	MP_ERR3712072	rcrux-18sv4	blast+	0.001:10:0.75:0.8	0.0	0.0	0.0	0.14285714285714285	0.14285714285714285
231	fuhrman_18Sv4	2	MP_ERR3712077	rcrux-18sv4	blast+	0.001:10:0.75:0.8	0.0	0.0	0.0	0.25	0.25
232	fuhrman_18Sv4	3	MP_ERR3712072	rcrux-18sv4	blast+	0.001:10:0.75:0.8	0.0	0.0	0.0	0.0	0.0
233	fuhrman_18Sv4	3	MP_ERR3712077	rcrux-18sv4	blast+	0.001:10:0.75:0.8	0.0	0.0	0.0	0.0	0.0
234	fuhrman_18Sv4	4	MP_ERR3712072	rcrux-18sv4	blast+	0.001:10:0.75:0.8	0.0	0.0	0.0	0.0	0.0
235	fuhrman_18Sv4	4	MP_ERR3712077	rcrux-18sv4	blast+	0.001:10:0.75:0.8	0.0	0.0	0.0	0.0	0.0
236	fuhrman_18Sv4	5	MP_ERR3712072	rcrux-18sv4	blast+	0.001:10:0.75:0.8	0.0	0.0	0.0	0.0	0.0
237	fuhrman_18Sv4	5	MP_ERR3712077	rcrux-18sv4	blast+	0.001:10:0.75:0.8	0.0	0.0	0.0	0.0	0.0
238	fuhrman_18Sv4	6	MP_ERR3712072	rcrux-18sv4	blast+	0.001:10:0.75:0.8	0.0	0.0	0.0	0.0	0.0
239	fuhrman_18Sv4	6	MP_ERR3712077	rcrux-18sv4	blast+	0.001:10:0.75:0.8	0.0	0.0	0.0	0.0	0.0
240	fuhrman_18Sv4	2	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.51:0.8	0.0	0.0	0.0	0.4	0.2857142857142857
241	fuhrman_18Sv4	2	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.51:0.8	0.0	0.0	0.0	0.42857142857142855	0.375
242	fuhrman_18Sv4	3	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.51:0.8	0.0	0.0	0.0	0.125	0.1111111111111111
243	fuhrman_18Sv4	3	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.51:0.8	0.0	0.0	0.0	0.1	0.09090909090909091
244	fuhrman_18Sv4	4	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.51:0.8	0.0	0.0	0.0	0.0	0.0
245	fuhrman_18Sv4	4	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.51:0.8	0.0	0.0	0.0	0.0	0.0
246	fuhrman_18Sv4	5	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.51:0.8	0.0	0.0	0.0	0.0	0.0
247	fuhrman_18Sv4	5	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.51:0.8	0.0	0.0	0.0	0.0	0.0
248	fuhrman_18Sv4	6	MP_ERR3712072	rcrux-18sv4	blast+	0.001:1:0.51:0.8	0.0	0.0	0.0	0.0	0.0
249	fuhrman_18Sv4	6	MP_ERR3712077	rcrux-18sv4	blast+	0.001:1:0.51:0.8	0.0	0.0	0.0	0.0	0.0
